prop,count,
http://www.wikidata.org/P569,4,
http://www.wikidata.org/P569,4,
http://www.wikidata.org/P1656,4,
http://www.wikidata.org/P1656,4,
http://www.wikidata.org/P5524,4,
http://www.wikidata.org/P1326,4,
http://www.wikidata.org/P1326,4,
http://www.wikidata.org/P1639,4,
http://www.wikidata.org/P1639,4,
http://www.wikidata.org/P2047,4,
http://www.wikidata.org/P6643,4,
http://www.wikidata.org/P2047,4,
http://www.wikidata.org/P6643,4,
http://www.wikidata.org/P8916,4,
http://www.wikidata.org/P8916,4,
http://www.wikidata.org/P287,4,
http://www.wikidata.org/P287,4,
http://www.wikidata.org/P421,4,
http://www.wikidata.org/P7305,4,
http://www.wikidata.org/P7859,4,
http://www.wikidata.org/P421,4,
http://www.wikidata.org/P7305,4,
http://www.wikidata.org/P7859,4,
http://www.wikidata.org/P1398,4,
http://www.wikidata.org/P1398,4,
http://www.wikidata.org/P1801,4,
http://www.wikidata.org/P1436,4,
http://www.wikidata.org/P1801,4,
http://www.wikidata.org/P6568,4,
http://www.wikidata.org/P6568,4,
http://www.wikidata.org/P2067,4,
http://www.wikidata.org/P2067,4,
http://www.wikidata.org/P3783,4,
http://www.wikidata.org/P3783,4,
http://www.wikidata.org/P2186,4,
http://www.wikidata.org/P2186,4,
http://www.wikidata.org/P481,4,
http://www.wikidata.org/P481,4,
http://www.wikidata.org/P740,4,
http://www.wikidata.org/P740,4,
http://www.wikidata.org/P5407,4,
http://www.wikidata.org/P5407,4,
http://www.wikidata.org/P7772,4,
http://www.wikidata.org/P7772,4,
http://www.wikidata.org/P1477,4,
http://www.wikidata.org/P1477,4,
http://www.wikidata.org/P8946,4,
http://www.wikidata.org/P8946,4,
http://www.wikidata.org/P508,4,
http://www.wikidata.org/P1256,4,
http://www.wikidata.org/P3553,4,
http://www.wikidata.org-normalized/P508,4,
http://www.wikidata.org-normalized/P1256,4,
http://www.wikidata.org/P508,4,
http://www.wikidata.org/P1256,4,
http://www.wikidata.org/P3553,4,
http://www.wikidata.org/P4342,4,
http://www.wikidata.org/P4342,4,
http://www.wikidata.org/P2634,4,
http://www.wikidata.org/P2634,4,
http://www.wikidata.org/P8031,4,
http://www.wikidata.org/P8031,4,
http://www.wikidata.org/P3222,4,
http://www.wikidata.org/P3222,4,
http://www.wikidata.org/P8905,4,
http://www.wikidata.org/P8905,4,
http://www.wikidata.org/P10121,4,
http://www.wikidata.org/P10121,4,
http://www.wikidata.org/P87,4,
http://www.wikidata.org/P87,4,
http://www.wikidata.org/P3569,4,
http://www.wikidata.org/P3569,4,
http://www.wikidata.org/P4525,4,
http://www.wikidata.org-normalized/P4525,4,
http://www.wikidata.org/P4525,4,
http://www.wikidata.org/P349,4,
http://www.wikidata.org-normalized/P349,4,
http://www.wikidata.org/P349,4,
http://www.wikidata.org/P10565,4,
http://www.wikidata.org/P1424,4,
http://www.wikidata.org/P10565,4,
http://www.wikidata.org/P1424,4,
http://www.wikidata.org/P1482,4,
http://www.wikidata.org/P797,4,
http://www.wikidata.org/P797,4,
http://www.wikidata.org/P19,3,
http://www.wikidata.org/P19,3,
http://www.wikidata.org/P1340,3,
http://www.wikidata.org/P4479,3,
http://www.wikidata.org/P5905,3,
http://www.wikidata.org/P6181,3,
http://www.wikidata.org/P1340,3,
http://www.wikidata.org/P4479,3,
http://www.wikidata.org/P5905,3,
http://www.wikidata.org/P6181,3,
http://www.wikidata.org/P7293,3,
http://www.wikidata.org/P7293,3,
http://www.wikidata.org/P6805,3,
http://www.wikidata.org/P6805,3,
http://www.wikidata.org/P1436,3,
http://www.wikidata.org/P2130,3,
http://www.wikidata.org/P2130,3,
http://www.wikidata.org/P7561,3,
http://www.wikidata.org/P7561,3,
http://www.wikidata.org/P443,3,
http://www.wikidata.org/P443,3,
http://www.wikidata.org/P2603,3,
http://www.wikidata.org/P2603,3,
http://www.wikidata.org/P166,3,
http://www.wikidata.org/P166,3,
http://www.wikidata.org/P5265,3,
http://www.wikidata.org/P5265,3,
http://www.wikidata.org/P8514,3,
http://www.wikidata.org/P8514,3,
http://www.wikidata.org/P8583,3,
http://www.wikidata.org/P8583,3,
http://www.wikidata.org/P1064,3,
http://www.wikidata.org/P1100,3,
http://www.wikidata.org/P2978,3,
http://www.wikidata.org/P1587,3,
http://www.wikidata.org/P1587,3,
http://www.wikidata.org/P2344,3,
http://www.wikidata.org/P2344,3,
http://www.wikidata.org/P2108,3,
http://www.wikidata.org/P2108,3,
http://www.wikidata.org/P1064,3,
http://www.wikidata.org/P1100,3,
http://www.wikidata.org/P2978,3,
http://www.wikidata.org/P1092,3,
http://www.wikidata.org/P1092,3,
http://www.wikidata.org/P4611,3,
http://www.wikidata.org/P4611,3,
http://www.wikidata.org/P4584,3,
http://www.wikidata.org/P4675,3,
http://www.wikidata.org/P4584,3,
http://www.wikidata.org/P4675,3,
http://www.wikidata.org/P10431,3,
http://www.wikidata.org/P6291,3,
http://www.wikidata.org/P6291,3,
http://www.wikidata.org/P8909,3,
http://www.wikidata.org/P8909,3,
http://www.wikidata.org/P10312,3,
http://www.wikidata.org/P10312,3,
http://www.wikidata.org/P167,3,
http://www.wikidata.org/P167,3,
http://www.wikidata.org/P1191,3,
http://www.wikidata.org/P1191,3,
http://www.wikidata.org/P8907,3,
http://www.wikidata.org/P8907,3,
http://www.wikidata.org/P724,3,
http://www.wikidata.org/P724,3,
http://www.wikidata.org/P585,3,
http://www.wikidata.org/P585,3,
http://www.wikidata.org/P6002,3,
http://www.wikidata.org/P6002,3,
http://www.wikidata.org/P950,3,
http://www.wikidata.org/P1051,3,
http://www.wikidata.org/P2163,3,
http://www.wikidata.org/P3847,3,
http://www.wikidata.org-normalized/P950,3,
http://www.wikidata.org-normalized/P2163,3,
http://www.wikidata.org/P950,3,
http://www.wikidata.org/P1051,3,
http://www.wikidata.org/P2163,3,
http://www.wikidata.org/P3847,3,
http://www.wikidata.org/P161,3,
http://www.wikidata.org/P161,3,
http://www.wikidata.org/P435,2,
http://www.wikidata.org-normalized/P435,2,
http://www.wikidata.org/P435,2,
http://www.wikidata.org/P4740,2,
http://www.wikidata.org/P4740,2,
http://www.wikidata.org/P8640,2,
http://www.wikidata.org/P8640,2,
http://www.wikidata.org/P5986,2,
http://www.wikidata.org/P5986,2,
http://www.wikidata.org/P4834,2,
http://www.wikidata.org/P8931,2,
http://www.wikidata.org/P8931,2,
http://www.wikidata.org/P8521,2,
http://www.wikidata.org/P8521,2,
http://www.wikidata.org/P4834,2,
http://www.wikidata.org/P4674,2,
http://www.wikidata.org/P4674,2,
http://www.wikidata.org/P154,2,
http://www.wikidata.org/P159,2,
http://www.wikidata.org/P154,2,
http://www.wikidata.org/P159,2,
http://www.wikidata.org/P749,2,
http://www.wikidata.org/P1207,2,
http://www.wikidata.org/P1695,2,
http://www.wikidata.org/P2013,2,
http://www.wikidata.org/P749,2,
http://www.wikidata.org/P1207,2,
http://www.wikidata.org/P1695,2,
http://www.wikidata.org/P2013,2,
http://www.wikidata.org/P1822,2,
http://www.wikidata.org/P1822,2,
http://www.wikidata.org/P272,2,
http://www.wikidata.org/P462,2,
http://www.wikidata.org/P1267,2,
http://www.wikidata.org/P5099,2,
http://www.wikidata.org/P272,2,
http://www.wikidata.org/P462,2,
http://www.wikidata.org/P1267,2,
http://www.wikidata.org/P5099,2,
http://www.wikidata.org/P1366,2,
http://www.wikidata.org/P1366,2,
http://www.wikidata.org/P3448,2,
http://www.wikidata.org/P3448,2,
http://www.wikidata.org/P9104,2,
http://www.wikidata.org/P9104,2,
http://www.wikidata.org/P2052,2,
http://www.wikidata.org/P2052,2,
http://www.wikidata.org/P5556,2,
http://www.wikidata.org/P5556,2,
http://www.wikidata.org/P7037,2,
http://www.wikidata.org/P7037,2,
http://www.wikidata.org/P8910,2,
http://www.wikidata.org/P8910,2,
http://www.wikidata.org/P366,2,
http://www.wikidata.org/P8519,2,
http://www.wikidata.org-normalized/P8519,2,
http://www.wikidata.org/P366,2,
http://www.wikidata.org/P8519,2,
http://www.wikidata.org/P101,2,
http://www.wikidata.org/P101,2,
http://www.wikidata.org/P4643,2,
http://www.wikidata.org/P4643,2,
http://www.wikidata.org/P433,2,
http://www.wikidata.org/P478,2,
http://www.wikidata.org/P872,2,
http://www.wikidata.org/P433,2,
http://www.wikidata.org/P478,2,
http://www.wikidata.org/P872,2,
http://www.wikidata.org/P4535,2,
http://www.wikidata.org/P4535,2,
http://www.wikidata.org/P9923,2,
http://www.wikidata.org/P9923,2,
http://www.wikidata.org/P39,2,
http://www.wikidata.org/P39,2,
http://www.wikidata.org/P7949,2,
http://www.wikidata.org/P7949,2,
http://www.wikidata.org/P607,2,
http://www.wikidata.org/P3272,2,
http://www.wikidata.org/P6332,2,
http://www.wikidata.org/P3272,2,
http://www.wikidata.org/P6332,2,
http://www.wikidata.org/P2596,2,
http://www.wikidata.org/P2596,2,
http://www.wikidata.org/P9037,2,
http://www.wikidata.org/P607,2,
http://www.wikidata.org/P9037,2,
http://www.wikidata.org/P5004,2,
http://www.wikidata.org/P5004,2,
http://www.wikidata.org/P1953,2,
http://www.wikidata.org/P1953,2,
http://www.wikidata.org/P3451,2,
http://www.wikidata.org/P3451,2,
http://www.wikidata.org/P57,2,
http://www.wikidata.org/P57,2,
http://www.wikidata.org/P449,2,
http://www.wikidata.org/P449,2,
http://www.wikidata.org/P8210,2,
http://www.wikidata.org/P8210,2,
http://www.wikidata.org/P7868,2,
http://www.wikidata.org/P7868,2,
http://www.wikidata.org/P1838,2,
http://www.wikidata.org/P1838,2,
http://www.wikidata.org/P2635,2,
http://www.wikidata.org/P4647,2,
http://www.wikidata.org/P2635,2,
http://www.wikidata.org/P4647,2,
http://www.wikidata.org/P6629,2,
http://www.wikidata.org/P6629,2,
http://www.wikidata.org/P1407,2,
http://www.wikidata.org/P1814,2,
http://www.wikidata.org-normalized/P1407,2,
http://www.wikidata.org/P1407,2,
http://www.wikidata.org/P1814,2,
http://www.wikidata.org/P2012,2,
http://www.wikidata.org/P2012,2,
http://www.wikidata.org/P4258,2,
http://www.wikidata.org/P4258,2,
http://www.wikidata.org/P1968,2,
http://www.wikidata.org/P3134,2,
http://www.wikidata.org/P1968,2,
http://www.wikidata.org/P3134,2,
http://www.wikidata.org/P1428,2,
http://www.wikidata.org/P1428,2,
http://www.wikidata.org/P3123,2,
http://www.wikidata.org/P3235,2,
http://www.wikidata.org/P3285,2,
http://www.wikidata.org/P3328,2,
http://www.wikidata.org/P4215,2,
http://www.wikidata.org/P4644,2,
http://www.wikidata.org/P5019,2,
http://www.wikidata.org/P5064,2,
http://www.wikidata.org/P5337,2,
http://www.wikidata.org/P6293,2,
http://www.wikidata.org/P6385,2,
http://www.wikidata.org/P6870,2,
http://www.wikidata.org/P7818,2,
http://www.wikidata.org/P8309,2,
http://www.wikidata.org/P8539,2,
http://www.wikidata.org/P8885,2,
http://www.wikidata.org/P9100,2,
http://www.wikidata.org/P10717,2,
http://www.wikidata.org/P10757,2,
http://www.wikidata.org/P915,2,
http://www.wikidata.org/P486,2,
http://www.wikidata.org/P1036,2,
http://www.wikidata.org/P1245,2,
http://www.wikidata.org/P1296,2,
http://www.wikidata.org/P4215,2,
http://www.wikidata.org/P4644,2,
http://www.wikidata.org/P5019,2,
http://www.wikidata.org/P5064,2,
http://www.wikidata.org/P5337,2,
http://www.wikidata.org/P6293,2,
http://www.wikidata.org/P6385,2,
http://www.wikidata.org/P6870,2,
http://www.wikidata.org/P7818,2,
http://www.wikidata.org/P8309,2,
http://www.wikidata.org/P8539,2,
http://www.wikidata.org/P8885,2,
http://www.wikidata.org/P9100,2,
http://www.wikidata.org/P10717,2,
http://www.wikidata.org/P10757,2,
http://www.wikidata.org-normalized/P486,2,
http://www.wikidata.org-normalized/P3285,2,
http://www.wikidata.org-normalized/P3328,2,
http://www.wikidata.org/P486,2,
http://www.wikidata.org/P1036,2,
http://www.wikidata.org/P1245,2,
http://www.wikidata.org/P1296,2,
http://www.wikidata.org/P2004,2,
http://www.wikidata.org/P2184,2,
http://www.wikidata.org/P1482,2,
http://www.wikidata.org/P2004,2,
http://www.wikidata.org/P2184,2,
http://www.wikidata.org/P3123,2,
http://www.wikidata.org/P3235,2,
http://www.wikidata.org/P3285,2,
http://www.wikidata.org/P3328,2,
http://www.wikidata.org/P3219,2,
http://www.wikidata.org/P3219,2,
http://www.wikidata.org/P915,2,
http://www.wikidata.org/P551,2,
http://www.wikidata.org/P6327,2,
http://www.wikidata.org/P551,2,
http://www.wikidata.org/P6327,2,
http://www.wikidata.org/P92,2,
http://www.wikidata.org/P92,2,
http://www.wikidata.org/P282,2,
http://www.wikidata.org/P282,2,
http://www.wikidata.org/P7856,2,
http://www.wikidata.org/P7856,2,
http://www.wikidata.org/P996,2,
http://www.wikidata.org/P996,2,
http://www.wikidata.org/P172,2,
http://www.wikidata.org/P213,2,
http://www.wikidata.org/P172,2,
http://www.wikidata.org/P213,2,
http://www.wikidata.org/P9215,1,
http://www.wikidata.org/P9215,1,
http://www.wikidata.org/P4737,1,
http://www.wikidata.org/P4737,1,
http://www.wikidata.org/P4673,1,
http://www.wikidata.org/P4673,1,
http://www.wikidata.org/P1557,1,
http://www.wikidata.org/P1557,1,
http://www.wikidata.org/P1770,1,
http://www.wikidata.org/P1770,1,
http://www.wikidata.org/P5604,1,
http://www.wikidata.org/P5604,1,
http://www.wikidata.org/P6228,1,
http://www.wikidata.org/P6228,1,
http://www.wikidata.org/P708,1,
http://www.wikidata.org/P708,1,
http://www.wikidata.org/P1249,1,
http://www.wikidata.org/P1249,1,
http://www.wikidata.org/P4552,1,
http://www.wikidata.org/P4552,1,
http://www.wikidata.org/P2408,1,
http://www.wikidata.org/P2408,1,
http://www.wikidata.org/P1651,1,
http://www.wikidata.org/P1559,1,
http://www.wikidata.org/P1559,1,
http://www.wikidata.org/P1810,1,
http://www.wikidata.org/P1810,1,
http://www.wikidata.org/P1651,1,
http://www.wikidata.org/P1669,1,
http://www.wikidata.org/P1669,1,
http://www.wikidata.org/P2121,1,
http://www.wikidata.org/P2121,1,
http://www.wikidata.org/P1949,1,
http://www.wikidata.org/P1949,1,
http://www.wikidata.org/P3293,1,
http://www.wikidata.org/P3293,1,
http://www.wikidata.org/P4970,1,
http://www.wikidata.org/P4970,1,
http://www.wikidata.org/P5775,1,
http://www.wikidata.org/P5775,1,
http://www.wikidata.org/P3832,1,
http://www.wikidata.org-normalized/P3832,1,
http://www.wikidata.org/P9121,1,
http://www.wikidata.org/P9121,1,
http://www.wikidata.org/P3241,1,
http://www.wikidata.org/P3832,1,
http://www.wikidata.org/P4979,1,
http://www.wikidata.org/P5160,1,
http://www.wikidata.org/P7844,1,
http://www.wikidata.org/P8406,1,
http://www.wikidata.org/P10431,1,
http://www.wikidata.org/P10674,1,
http://www.wikidata.org/P3241,1,
http://www.wikidata.org/P4979,1,
http://www.wikidata.org/P5160,1,
http://www.wikidata.org/P7844,1,
http://www.wikidata.org/P8406,1,
http://www.wikidata.org/P10674,1,
http://www.wikidata.org/P6770,1,
http://www.wikidata.org/P6770,1,
http://www.wikidata.org/P4856,1,
http://www.wikidata.org/P4856,1,
http://www.wikidata.org/P4761,1,
http://www.wikidata.org/P4704,1,
http://www.wikidata.org/P4704,1,
http://www.wikidata.org/P9845,1,
http://www.wikidata.org/P9845,1,
http://www.wikidata.org/P4761,1,
http://www.wikidata.org/P189,1,
http://www.wikidata.org/P189,1,
http://www.wikidata.org/P3929,1,
http://www.wikidata.org/P3929,1,
http://www.wikidata.org/P3504,1,
http://www.wikidata.org/P3504,1,
http://www.wikidata.org/P3931,1,
http://www.wikidata.org/P3931,1,
http://www.wikidata.org/P709,1,
http://www.wikidata.org/P718,1,
http://www.wikidata.org/P709,1,
http://www.wikidata.org/P718,1,
http://www.wikidata.org/P4738,1,
http://www.wikidata.org/P4738,1,
http://www.wikidata.org/P3032,1,
http://www.wikidata.org/P3032,1,
http://www.wikidata.org/P575,1,
http://www.wikidata.org/P1056,1,
http://www.wikidata.org/P575,1,
http://www.wikidata.org/P1056,1,
http://www.wikidata.org/P1893,1,
http://www.wikidata.org/P1893,1,
http://www.wikidata.org/P1535,1,
http://www.wikidata.org/P1535,1,
http://www.wikidata.org/P281,1,
http://www.wikidata.org/P281,1,
http://www.wikidata.org/P3794,1,
http://www.wikidata.org/P3794,1,
http://www.wikidata.org/P4814,1,
http://www.wikidata.org/P4814,1,
http://www.wikidata.org/P9918,1,
http://www.wikidata.org/P9918,1,
http://www.wikidata.org/P6359,1,
http://www.wikidata.org/P6359,1,
http://www.wikidata.org/P8732,1,
http://www.wikidata.org/P8732,1,
http://www.wikidata.org/P5925,1,
http://www.wikidata.org/P5925,1,
http://www.wikidata.org/P8431,1,
http://www.wikidata.org/P8431,1,
http://www.wikidata.org/P193,1,
http://www.wikidata.org/P193,1,
http://www.wikidata.org/P4245,1,
http://www.wikidata.org/P4245,1,
http://www.wikidata.org/P20,1,
http://www.wikidata.org/P20,1,
http://www.wikidata.org/P4613,1,
http://www.wikidata.org/P4613,1,
http://www.wikidata.org/P949,1,
http://www.wikidata.org/P949,1,
http://www.wikidata.org/P1877,1,
http://www.wikidata.org/P178,1,
http://www.wikidata.org/P178,1,
http://www.wikidata.org/P1362,1,
http://www.wikidata.org/P7033,1,
http://www.wikidata.org-normalized/P7033,1,
http://www.wikidata.org/P1362,1,
http://www.wikidata.org/P7033,1,
http://www.wikidata.org/P454,1,
http://www.wikidata.org/P649,1,
http://www.wikidata.org/P454,1,
http://www.wikidata.org/P649,1,
http://www.wikidata.org/P358,1,
http://www.wikidata.org/P676,1,
http://www.wikidata.org/P839,1,
http://www.wikidata.org/P1994,1,
http://www.wikidata.org/P5229,1,
http://www.wikidata.org/P5358,1,
http://www.wikidata.org-normalized/P5229,1,
http://www.wikidata.org/P358,1,
http://www.wikidata.org/P676,1,
http://www.wikidata.org/P839,1,
http://www.wikidata.org/P7704,1,
http://www.wikidata.org-normalized/P7704,1,
http://www.wikidata.org/P7704,1,
http://www.wikidata.org/P629,1,
http://www.wikidata.org/P629,1,
http://www.wikidata.org/P1922,1,
http://www.wikidata.org/P1922,1,
http://www.wikidata.org/P2511,1,
http://www.wikidata.org/P2511,1,
http://www.wikidata.org/P1994,1,
http://www.wikidata.org/P5229,1,
http://www.wikidata.org/P5358,1,
http://www.wikidata.org/P1877,1,
http://www.wikidata.org/P4144,1,
http://www.wikidata.org/P4144,1,
http://www.wikidata.org/P4432,1,
http://www.wikidata.org/P4432,1,
http://www.wikidata.org/P4839,1,
http://www.wikidata.org/P4839,1,
http://www.wikidata.org/P6802,1,
http://www.wikidata.org/P6802,1,
http://www.wikidata.org/P6845,1,
http://www.wikidata.org/P6845,1,
http://www.wikidata.org/P1752,1,
http://www.wikidata.org/P1752,1,
http://www.wikidata.org/P1943,1,
http://www.wikidata.org/P1943,1,
http://www.wikidata.org/P648,1,
http://www.wikidata.org/P1025,1,
http://www.wikidata.org/P8091,1,
http://www.wikidata.org/P648,1,
http://www.wikidata.org/P1025,1,
http://www.wikidata.org/P8091,1,
http://www.wikidata.org-normalized/P648,1,
http://www.wikidata.org-normalized/P1025,1,
